observation_uuid,start_lat,start_lon,start_code_postal,end_lat,end_lon,end_code_postal,rain,heat,day_of_week,hour,minute,fee,restaurant.id,customer.id,time.driving,time.biking,is_weekend,timestamp,haversine
b5cbb690-735b-3a80-3fbd-aeed723dc8f5,48.8703,2.397,75020,48.8577,2.3695,75011,1,2,Friday,12,42,1.79,48.8703_2.397,48.8577_2.3695,503.7,767.5,0,42,2.4514375890830906
77ab975d-a717-743f-4adb-2666888b4ced,48.8284,2.33,75014,48.823,2.3449,75013,7,4,Sunday,13,28,0.99,48.8284_2.33,48.823_2.3449,241.4,416.8,1,88,1.2451127235830453
934055bf-3a69-6460-d811-a6c0afeb8e24,48.8557,2.306,75007,48.865,2.2785,75016,9,2,Thursday,12,23,1.79,48.8557_2.306,48.865_2.2785,505.0,984.6,0,23,2.261982599467448
085d7943-eb63-d7ef-1540-654de644d4f4,48.8611,2.3809,75011,48.8434,2.389,75012,7,1,Saturday,12,42,1.19,48.8611_2.3809,48.8434_2.389,545.0,665.1,1,42,2.0554464833993813
99d081be-e76f-b887-2c45-33ea33cb1b20,48.8595,2.3578,75003,48.8311,2.3741,75013,5,5,Sunday,12,58,1.59,48.8595_2.3578,48.8311_2.3741,676.0,1091.4,1,58,3.375695092538249
fccdbab0-b13b-40ac-30cc-eeb348d46113,48.8977,2.3421,75018,48.8747,2.3799,75019,9,4,Saturday,13,34,2.49,48.8977_2.3421,48.8747_2.3799,797.6,1287.3,1,94,3.7655635582336053
c6b23bac-701a-484e-f57b-6006dfc0993b,48.8491,2.2757,75016,48.8654,2.2875,75016,6,4,Saturday,13,30,1.79,48.8491_2.2757,48.8654_2.2875,416.0,822.3,1,90,2.0075698812722442
bf33551d-f629-2535-02b3-3be214ed05bd,48.853,2.3627,75004,48.8474,2.3199,75006,5,9,Monday,13,10,2.29,48.853_2.3627,48.8474_2.3199,860.5,1041.2,0,70,3.1929701895590634
d6638406-290a-f021-31d4-f7df847eabd3,48.8468,2.3001,75015,48.8556,2.3084,75007,3,3,Saturday,13,45,1.49,48.8468_2.3001,48.8556_2.3084,245.3,389.2,1,105,1.1516526353730878
3c6a7d4a-384f-1130-e288-137e2889d205,48.8357,2.2908,75015,48.8267,2.3268,75014,3,6,Sunday,12,20,1.29,48.8357_2.2908,48.8267_2.3268,527.1,978.7,1,20,2.8187423527732713
00d2870b-4b5c-31ed-72bb-ccfc34ff496a,48.8198,2.3503,75013,48.8602,2.3669,75003,7,3,Sunday,12,47,2.79,48.8198_2.3503,48.8602_2.3669,923.6,1509.5,1,47,4.653652960458001
605dd4d6-0ecf-b95b-877a-2133f2ed33e1,48.8477,2.3772,75012,48.8657,2.3372,75001,9,1,Monday,12,6,2.49,48.8477_2.3772,48.8657_2.3372,899.1,1169.0,0,6,3.5454069605329015
636c7dd5-2a23-6a88-f66a-e1d6e484a48e,48.8451,2.2868,75015,48.8491,2.2637,75016,7,5,Saturday,12,53,1.09,48.8451_2.2868,48.8491_2.2637,375.4,651.1,1,53,1.7478635028813319
ea78c8ca-e178-5bbb-0d6d-2e08bee2a976,48.826,2.3597,75013,48.8198,2.3329,75014,9,1,Friday,14,10,2.59,48.826_2.3597,48.8198_2.3329,383.8,789.2,0,130,2.0796142298313214
f15a4acc-026a-bbaa-144b-3f569e66466c,48.8711,2.328,75009,48.8608,2.3174,75007,6,1,Saturday,13,19,1.49,48.8711_2.328,48.8608_2.3174,365.9,632.6,1,79,1.3830793439413287
92596e08-1cd8-7322-1520-6eedd53080d7,48.8496,2.3083,75007,48.8761,2.3061,75008,7,5,Monday,12,10,1.79,48.8496_2.3083,48.8761_2.3061,608.3,1140.6,0,10,2.9510610301967466
fa4b0bc6-5121-f31f-5028-361fa94501d7,48.8408,2.263,75016,48.8505,2.294,75015,3,5,Thursday,13,47,1.89,48.8408_2.263,48.8505_2.294,573.9,998.2,0,107,2.511832455609692
6b1c08c4-e469-f108-9289-4e79be8b0f6b,48.8761,2.3061,75008,48.8789,2.3278,75009,6,8,Monday,12,34,1.59,48.8761_2.3061,48.8789_2.3278,484.4,702.1,0,34,1.6171705052690508
2011bc8a-e7bf-9a96-6484-9eb55096ccf2,48.8832,2.3156,75017,48.8769,2.311,75008,2,0,Tuesday,13,26,0.99,48.8832_2.3156,48.8769_2.311,255.8,423.7,0,86,0.7771050911028319
b0464634-93a7-468c-10c1-5f57fed68dc1,48.8644,2.3382,75001,48.8818,2.3467,75009,9,1,Saturday,12,16,2.49,48.8644_2.3382,48.8818_2.3467,445.7,697.8,1,16,2.03221256326263
35c44ff7-9ea9-1fe1-49f3-5d6ba37df6b9,48.8816,2.3231,75008,48.8832,2.3156,75017,6,3,Friday,13,9,0.89,48.8816_2.3231,48.8832_2.3156,264.1,381.3,0,69,0.5765560782716539
f54afc1f-b82e-cce7-4ed6-0e1cc4909ed7,48.8406,2.3509,75005,48.8311,2.3423,75013,4,8,Tuesday,14,29,1.89,48.8406_2.3509,48.8311_2.3423,316.4,452.9,0,149,1.229665221779814
9fbe505b-accb-54e8-00ff-8b112a183608,48.8264,2.328,75014,48.8306,2.3546,75013,4,8,Sunday,13,6,1.99,48.8264_2.328,48.8306_2.3546,428.6,646.7,1,66,2.0023807136174137
8aaafcb8-98b8-3c2d-b999-c75c21819e78,48.8878,2.3338,75018,48.8854,2.3606,75018,0,4,Thursday,13,5,0.99,48.8878_2.3338,48.8854_2.3606,509.4,675.4,0,65,1.9776108294831911
267ce9c1-166f-ca8f-9162-7297fdf3aece,48.8383,2.3573,75013,48.8503,2.3089,75007,3,6,Sunday,12,20,2.09,48.8383_2.3573,48.8503_2.3089,746.7,1277.8,1,20,3.7848419911302846
ca82007f-db0b-921f-426a-fb9c2653b39e,48.822,2.3419,75014,48.85,2.3383,75006,7,3,Sunday,14,1,2.39,48.822_2.3419,48.85_2.3383,627.4,1002.4,1,121,3.1245914638210444
3335219c-0922-4fa0-365d-3eed327bb556,48.8694,2.2844,75016,48.8762,2.2963,75017,7,0,Tuesday,14,3,0.89,48.8694_2.2844,48.8762_2.2963,297.5,441.3,0,123,1.1529072873583885
17bab888-7923-72e2-31a2-baf81c660eb4,48.8741,2.2814,75016,48.8912,2.3021,75017,3,1,Monday,13,12,2.19,48.8741_2.2814,48.8912_2.3021,344.0,1029.9,0,72,2.4303367334423207
ccfba69e-a296-1b71-42ef-aa5d8cda6308,48.8413,2.4024,75012,48.8665,2.3722,75011,3,7,Saturday,13,42,2.79,48.8413_2.4024,48.8665_2.3722,677.2,1030.8,1,102,3.5684752848666434
46501244-8d24-b762-2aec-df5eda006805,48.853,2.4104,75020,48.8477,2.3772,75012,1,5,Friday,13,24,1.19,48.853_2.4104,48.8477_2.3772,539.3,732.2,0,84,2.4996912528100808
4bc7051b-9711-1924-80d5-59d4628d87fd,48.8763,2.29,75017,48.8696,2.2955,75016,4,6,Monday,14,27,1.09,48.8763_2.29,48.8696_2.2955,155.4,339.7,0,147,0.8466645765905679
a6d95dc6-000a-c086-90ee-93b91bfff4d0,48.8662,2.2887,75016,48.897,2.3169,75017,5,4,Wednesday,12,43,2.59,48.8662_2.2887,48.897_2.3169,618.7,1478.4,0,43,3.9976908711442527
9c684df1-0a51-5e87-46ba-68553cad275a,48.8698,2.3894,75020,48.8832,2.3706,75019,5,1,Wednesday,12,53,1.49,48.8698_2.3894,48.8832_2.3706,638.7,764.2,0,53,2.0274128293404083
d138d150-8557-716a-a750-2a812227d96d,48.869,2.4007,75020,48.8448,2.3784,75012,7,2,Wednesday,13,9,2.59,48.869_2.4007,48.8448_2.3784,722.7,1129.7,0,69,3.1468613213233225
403af7af-f2d7-2a3b-0e35-22edb63250a2,48.8472,2.2956,75015,48.8576,2.3049,75007,6,9,Thursday,14,58,2.19,48.8472_2.2956,48.8576_2.3049,336.2,598.8,0,178,1.341766556862951
159a1f56-4875-7d87-5304-ca7f598ec4e7,48.8795,2.321,75008,48.8687,2.3496,75002,6,4,Sunday,12,27,1.89,48.8795_2.321,48.8687_2.3496,508.4,828.4,1,27,2.4118861105151645
dd620222-d9ef-e28b-3bcb-50b3961d8dcf,48.8722,2.3907,75020,48.8715,2.35,75010,0,8,Tuesday,13,0,1.89,48.8722_2.3907,48.8715_2.35,765.6,991.4,0,60,2.9777361797905173
b52f6009-76c0-c651-f361-c49764e0dab3,48.8274,2.342,75013,48.8374,2.3718,75013,1,1,Thursday,12,53,1.79,48.8274_2.342,48.8374_2.3718,475.2,777.2,0,53,2.4483070587173894
baf239b9-ebcb-61c0-1270-ff80ede013c6,48.8827,2.2997,75017,48.8442,2.3304,75006,4,8,Thursday,13,0,3.49,48.8827_2.2997,48.8442_2.3304,836.4,1692.9,0,60,4.834282496637519
9ad73702-140a-642e-10e8-57f88986148f,48.8303,2.3643,75013,48.8593,2.4017,75020,5,3,Sunday,13,14,2.99,48.8303_2.3643,48.8593_2.4017,853.9,1398.2,1,74,4.229505489429391
80678ee3-88e0-4d93-dc5a-7bc04c831ff4,48.8468,2.2802,75015,48.8376,2.2969,75015,6,3,Thursday,13,50,1.19,48.8468_2.2802,48.8376_2.2969,369.7,524.4,0,110,1.5937747205056076
d2a6e532-fce0-995a-323f-b553eb3b42b4,48.8853,2.3151,75017,48.8772,2.2899,75017,2,7,Thursday,14,54,1.29,48.8853_2.3151,48.8772_2.2899,439.4,785.4,0,174,2.0510700093912417
e2f88051-c13c-6688-8f1b-5be16d4ba69c,48.8403,2.2606,75016,48.846,2.2968,75015,3,4,Friday,14,18,1.59,48.8403_2.2606,48.846_2.2968,575.1,1175.3,0,138,2.723881898765301
0597aab6-14d3-0dbc-a0ac-f4c9658de17e,48.8687,2.3496,75002,48.8801,2.3505,75010,4,4,Tuesday,13,54,2.69,48.8687_2.3496,48.8801_2.3505,417.5,494.2,0,114,1.2693316268081782
75a25457-d5a7-161c-6b8a-cec71f7b2da2,48.8467,2.3491,75005,48.8424,2.3476,75005,1,4,Friday,13,18,0.69,48.8467_2.3491,48.8424_2.3476,121.3,172.9,0,78,0.49057673568746074
fe4114ce-f114-33a7-4a94-6f02689f2d23,48.8462,2.3679,75012,48.8281,2.3673,75013,6,6,Tuesday,12,46,1.89,48.8462_2.3679,48.8281_2.3673,417.1,699.8,0,46,2.013109963234611
9fa54b2b-4baf-452c-e107-e332a64de767,48.8594,2.3724,75011,48.8759,2.3422,75009,0,1,Sunday,12,17,1.89,48.8594_2.3724,48.8759_2.3422,606.6,938.8,1,17,2.871528051143951
ea045534-f679-6fd3-cd74-afec1e548a7c,48.8912,2.3619,75018,48.8602,2.3669,75003,9,8,Tuesday,13,22,2.69,48.8912_2.3619,48.8602_2.3669,770.7,1149.4,0,82,3.466387911102218
a97d229a-eab9-4eba-93f2-8ab5616cd40e,48.8585,2.4072,75020,48.8534,2.3994,75020,8,7,Tuesday,14,27,0.99,48.8585_2.4072,48.8534_2.3994,330.5,341.3,0,147,0.8045168009627109
4dadbfb0-08b4-f16f-30a4-07e9923e267e,48.8576,2.3678,75003,48.862,2.3862,75011,6,9,Sunday,13,44,1.59,48.8576_2.3678,48.862_2.3862,403.1,561.2,1,104,1.4322229910133173
691fc182-239c-2506-0446-b47a0c7bd852,48.8284,2.33,75014,48.8298,2.3343,75014,0,1,Saturday,14,44,0.59,48.8284_2.33,48.8298_2.3343,123.9,129.4,1,164,0.3511543783935782
bd2cdb8d-39eb-fa32-6c1b-681192dbd613,48.8463,2.2863,75015,48.8608,2.3174,75007,5,8,Saturday,12,48,2.09,48.8463_2.2863,48.8608_2.3174,549.7,957.1,1,48,2.788756667288453
81a486b6-b8b3-cc8e-ca16-9cf450f6dfc7,48.9014,2.386,75019,48.8768,2.3997,75019,7,2,Wednesday,14,3,1.89,48.9014_2.386,48.8768_2.3997,315.5,1151.4,0,123,2.913022792540607
28e1a8af-a022-5512-9ed0-3a7ecfc80b4e,48.8584,2.3488,75004,48.8512,2.3478,75005,6,5,Saturday,12,47,1.09,48.8584_2.3488,48.8512_2.3478,319.4,350.6,1,47,0.80394061376058
ba006c2a-95f0-cb7a-b4cf-a78d80cd31d4,48.8622,2.3084,75007,48.8576,2.3049,75007,9,7,Thursday,13,30,0.99,48.8622_2.3084,48.8576_2.3049,208.8,261.8,0,90,0.5720037165732187
3b3a0aed-3d36-1779-8dfd-001027ce5dba,48.8503,2.3668,75004,48.8665,2.3819,75011,0,2,Tuesday,13,51,2.19,48.8503_2.3668,48.8665_2.3819,465.7,751.8,0,111,2.1131067169109388
070cd0e8-dd17-5fb5-d005-155c763f6720,48.8496,2.3083,75007,48.8262,2.3192,75014,5,6,Sunday,13,16,1.99,48.8496_2.3083,48.8262_2.3192,640.2,991.8,1,76,2.721510463742114
401f8134-c3e5-3827-02bc-0550dfeddf7e,48.8583,2.4006,75020,48.8544,2.4092,75020,6,2,Monday,12,7,0.99,48.8583_2.4006,48.8544_2.4092,223.4,282.3,0,7,0.7641543052492701
762a14bb-d991-2bed-f9fc-b9882b363a8c,48.8531,2.2717,75016,48.8404,2.26,75016,6,2,Monday,12,7,1.99,48.8531_2.2717,48.8404_2.26,377.4,667.2,0,7,1.6514322903074528
85a1282a-0761-585b-4168-705a533c9a31,48.8261,2.3071,75014,48.8623,2.2822,75016,1,3,Tuesday,14,45,3.29,48.8261_2.3071,48.8623_2.2822,818.7,1715.6,0,165,4.41847718607138
ac705f76-fe7a-695b-4afc-3e3aa6c19f8d,48.8408,2.3919,75012,48.8472,2.3527,75005,6,5,Saturday,12,47,1.59,48.8408_2.3919,48.8472_2.3527,607.9,1029.2,1,47,2.955562688593969
6ac85f42-a9c0-fdec-6c25-aad69dcc668f,48.8371,2.2802,75015,48.8258,2.3224,75014,3,0,Monday,14,30,3.19,48.8371_2.2802,48.8258_2.3224,547.4,1094.9,0,150,3.334698330733182
2732acd6-2f34-8ad2-e688-f05e7e6f332d,48.8282,2.3707,75013,48.8189,2.3484,75013,7,4,Saturday,12,49,1.89,48.8282_2.3707,48.8189_2.3484,372.7,681.2,1,49,1.9325164764333875
f208075c-c31b-16d0-6b3b-eb4f0a676a61,48.8739,2.3707,75010,48.8664,2.358,75003,3,4,Thursday,13,49,0.89,48.8739_2.3707,48.8664_2.358,362.9,528.3,0,109,1.2483274688007362
9cec5333-b416-cbed-01d5-80ec4a53ba16,48.8996,2.3456,75018,48.8818,2.3467,75009,7,1,Wednesday,14,36,1.19,48.8996_2.3456,48.8818_2.3467,526.8,654.9,0,156,1.9809055931782902
955d0e77-fb5e-b866-2640-211e29f2c3c7,48.8837,2.3251,75017,48.8911,2.327,75018,3,4,Friday,12,13,1.79,48.8837_2.3251,48.8911_2.327,211.6,226.0,0,13,0.83448792520694
796e76fb-872f-e361-42b2-8540224bfb0d,48.853,2.386,75011,48.8512,2.3503,75005,8,5,Thursday,14,56,2.39,48.853_2.386,48.8512_2.3503,596.9,837.0,0,176,2.619716142492003
7c2951b4-f177-2181-9d4f-be486769d877,48.8334,2.2944,75015,48.8315,2.3033,75015,2,7,Monday,13,40,1.19,48.8334_2.2944,48.8315_2.3033,239.1,304.3,0,100,0.6848436452363341
2e00ecbf-ca18-71c6-9e7b-6789873c6d8b,48.8424,2.3476,75005,48.8646,2.3455,75001,8,0,Sunday,14,12,2.39,48.8424_2.3476,48.8646_2.3455,649.5,1094.0,1,132,2.4733077813743534
ebceb340-71b2-caba-0800-f129579704ad,48.839,2.3497,75005,48.8357,2.2908,75015,0,2,Friday,14,7,3.19,48.839_2.3497,48.8357_2.2908,814.4,1349.8,0,127,4.326390205753629
2ca723c4-8f4e-d442-14aa-aefe153251c9,48.8562,2.3713,75011,48.822,2.3554,75013,2,8,Wednesday,13,50,2.49,48.8562_2.3713,48.822_2.3554,818.4,1260.9,0,110,3.9769245295825435
088affd2-f3f8-a6ad-585c-7b8c67b340cf,48.86,2.368,75011,48.852,2.387,75011,4,5,Friday,14,44,1.79,48.86_2.368,48.852_2.387,513.6,565.3,0,164,1.650331402526579
fb15e358-7eb3-246e-84f1-6155a11e7f4a,48.8477,2.2896,75015,48.8696,2.2955,75016,8,3,Tuesday,14,17,2.29,48.8477_2.2896,48.8696_2.2955,518.4,994.8,0,137,2.4731289774738268
96033638-fa81-c2c4-18ee-4498f14e268a,48.8252,2.3282,75014,48.8345,2.3266,75014,8,2,Tuesday,12,23,1.39,48.8252_2.3282,48.8345_2.3266,252.2,433.1,0,23,1.040725302195807
39d5b552-a867-a0f0-a8e6-a772b9cde60c,48.8683,2.3498,75002,48.8447,2.383,75012,1,1,Saturday,12,55,2.59,48.8683_2.3498,48.8447_2.383,681.7,1114.6,1,55,3.575770956289475
5a8ce27b-2f70-b365-286c-6c4a3f796219,48.8834,2.3388,75018,48.8689,2.3739,75011,7,3,Sunday,13,17,2.19,48.8834_2.3388,48.8689_2.3739,684.5,1092.4,1,77,3.0312880749836086
00c99f27-6e4d-d42f-3306-f416b09b8163,48.8334,2.2944,75015,48.8701,2.322,75008,0,6,Wednesday,14,28,3.29,48.8334_2.2944,48.8701_2.322,1027.3,1738.2,0,148,4.553182909703999
48e178c2-b286-5b86-7576-227f17d368bd,48.8442,2.3171,75015,48.8811,2.3299,75009,2,6,Thursday,13,19,2.49,48.8442_2.3171,48.8811_2.3299,882.5,1345.0,0,79,4.208580275191267
e3f220bd-a042-0393-72a8-583d44e3a656,48.8748,2.2971,75008,48.8911,2.299,75017,7,6,Friday,14,18,1.99,48.8748_2.2971,48.8911_2.299,390.5,864.3,0,138,1.8177967448641874
74d43d6d-628f-2a7a-2750-3d1e1756e0d4,48.8603,2.4031,75020,48.8638,2.3977,75020,5,9,Saturday,14,42,0.99,48.8603_2.4031,48.8638_2.3977,186.0,283.6,1,162,0.5545324867900496
0df099c5-62a7-7dc7-b273-38fcdfa69923,48.8737,2.3903,75020,48.8586,2.3984,75020,6,9,Friday,13,21,1.29,48.8737_2.3903,48.8586_2.3984,462.9,627.3,0,81,1.780515041640486
07991818-0e7b-dcac-cf1d-04cc8eb0f052,48.8809,2.3098,75017,48.8938,2.3169,75017,0,8,Sunday,12,22,0.89,48.8809_2.3098,48.8938_2.3169,294.7,514.5,1,22,1.5254624270954995
aef31182-bc42-940c-b81a-840c91368e6b,48.8418,2.4034,75012,48.8661,2.4081,75020,7,3,Tuesday,14,28,1.59,48.8418_2.4034,48.8661_2.4081,570.7,895.6,0,148,2.7238337700985515
6368a611-1cd3-b7c9-b2c6-e2e23bf497b2,48.8956,2.3721,75019,48.8703,2.3415,75002,6,0,Friday,14,58,3.99,48.8956_2.3721,48.8703_2.3415,849.2,1177.4,0,178,3.594554841959617
35783f66-2114-c2d6-50ea-1324862f78e1,48.8351,2.3975,75012,48.8553,2.3885,75011,0,8,Sunday,12,22,1.69,48.8351_2.3975,48.8553_2.3885,537.2,764.0,1,22,2.34070340552747
f89d4123-1718-a90a-80f6-2b31c5b0bb0d,48.8977,2.3725,75019,48.8971,2.346,75018,0,2,Friday,14,7,1.39,48.8977_2.3725,48.8971_2.346,351.5,625.9,0,127,1.9383169648966978
6f790959-a3e0-4b3b-756b-0715e7180322,48.893,2.3464,75018,48.8837,2.291,75017,6,7,Monday,12,21,2.49,48.893_2.3464,48.8837_2.291,646.7,1322.1,0,21,4.180434937369261
1d77ce40-58d8-7776-a51a-d4f3a699bae0,48.869,2.4007,75020,48.8643,2.4041,75020,0,7,Wednesday,12,10,2.59,48.869_2.4007,48.8643_2.4041,189.8,150.6,0,10,0.5787725924771486
f381331c-95ef-bec5-ef2d-2a65ede4f2bc,48.8809,2.3921,75019,48.8688,2.4082,75020,0,3,Sunday,12,4,1.49,48.8809_2.3921,48.8688_2.4082,301.7,618.6,1,4,1.787919782398073
07e124e3-2292-04c0-ccbc-b225b7c8dc61,48.8919,2.3632,75018,48.8861,2.3509,75018,2,9,Friday,14,28,1.19,48.8919_2.3632,48.8861_2.3509,495.5,402.1,0,148,1.1066428721703563
338f8437-faa2-cbad-467a-6bdfb63c1dd8,48.8972,2.3529,75018,48.8667,2.3758,75011,9,0,Friday,12,39,2.09,48.8972_2.3529,48.8667_2.3758,893.3,1297.9,0,39,3.7823221144415626
70a3eddd-79fb-3bcd-f382-650595d570e1,48.8341,2.3181,75014,48.832,2.3681,75013,2,6,Wednesday,12,18,1.99,48.8341_2.3181,48.832_2.3681,866.7,1232.2,0,18,3.667179646580526
711fa10a-0b29-75c6-918f-f3582408c3c2,48.8322,2.3151,75014,48.8715,2.3262,75008,3,5,Wednesday,12,13,3.09,48.8322_2.3151,48.8715_2.3262,849.9,1445.4,0,13,4.444795516713636
5db914eb-b6d8-d3a5-028d-ba177f301ca3,48.8595,2.3578,75003,48.8648,2.3737,75011,1,8,Saturday,13,47,1.09,48.8595_2.3578,48.8648_2.3737,387.7,481.0,1,107,1.3039032584793024
0bc6174e-d9cd-4b91-d7e7-ea726a65113d,48.8753,2.3415,75009,48.8628,2.3766,75011,1,9,Sunday,14,39,2.39,48.8753_2.3415,48.8628_2.3766,595.7,970.9,1,159,2.919401169579168
bad4c288-0bf5-6ed8-b93c-2989c399fd7f,48.8513,2.3493,75005,48.8577,2.3535,75004,3,9,Wednesday,13,5,0.99,48.8513_2.3493,48.8577_2.3535,302.9,452.5,0,65,0.7751570774965585
c4fa9dd1-9160-9261-6e10-7e22fa7199d6,48.8359,2.3381,75014,48.8511,2.3703,75012,5,2,Sunday,12,21,1.79,48.8359_2.3381,48.8511_2.3703,706.2,951.2,1,21,2.899859030147659
73ec1e79-dd15-9d1d-830d-98eec1c30b57,48.8879,2.3207,75017,48.8835,2.3252,75017,6,7,Sunday,13,0,0.79,48.8879_2.3207,48.8835_2.3252,157.9,187.7,1,60,0.5896054226199279
8e106701-a478-856a-52a0-68f73613b453,48.8483,2.2749,75016,48.8455,2.2947,75015,1,5,Sunday,12,33,1.29,48.8483_2.2749,48.8455_2.2947,374.7,618.5,1,33,1.4819307009928808
1c6d0e35-8a50-82e2-1407-9f9eba95b4f6,48.8424,2.3476,75005,48.8664,2.358,75003,1,7,Friday,14,55,2.59,48.8424_2.3476,48.8664_2.358,710.2,1035.2,0,175,2.775037569921315
4ce68c93-19b6-edfa-d219-c7785891a706,48.8257,2.3337,75014,48.8565,2.3568,75004,5,7,Saturday,13,59,2.99,48.8257_2.3337,48.8565_2.3568,867.4,1256.8,1,119,3.8193186204709924
1704e146-312c-0940-a497-78e2194c955f,48.8795,2.3581,75010,48.8907,2.3345,75018,6,1,Tuesday,13,49,1.79,48.8795_2.3581,48.8907_2.3345,502.3,722.3,0,109,2.128069986859032
ff3fae8c-da52-49ff-1494-3ba6562f1bd2,48.8977,2.3725,75019,48.8844,2.377,75019,9,4,Wednesday,13,46,1.29,48.8977_2.3725,48.8844_2.377,329.7,704.7,0,106,1.515046795580653
6522ff46-74b7-061c-09ce-15a8afd4fc7b,48.8294,2.3436,75013,48.8321,2.389,75012,4,3,Sunday,13,30,2.79,48.8294_2.3436,48.8321_2.389,659.1,1110.6,1,90,3.336728466152834
490004e6-6873-6d8a-12ee-6e4697e27d7a,48.8926,2.3495,75018,48.8912,2.3619,75018,9,5,Wednesday,13,16,1.29,48.8926_2.3495,48.8912_2.3619,246.5,411.2,0,76,0.919817393317926
315745cc-ccfc-d746-7a44-0b3413e34b3d,48.8372,2.3574,75013,48.8735,2.3424,75009,5,6,Thursday,12,49,2.49,48.8372_2.3574,48.8735_2.3424,940.3,1540.7,0,49,4.182909620664304
adc8b698-c723-0929-95c0-8df88032a324,48.856,2.3042,75007,48.8477,2.318,75007,7,0,Thursday,12,24,1.79,48.856_2.3042,48.8477_2.318,331.6,518.7,0,24,1.3679514196058395
3e2b6653-2258-edf3-0ff0-952a0b2591c4,48.8855,2.3214,75017,48.8632,2.3341,75001,1,2,Thursday,12,52,2.39,48.8855_2.3214,48.8632_2.3341,585.6,938.4,0,52,2.647894950889678
6806643b-a4a1-3198-d65b-79f6804c465b,48.8795,2.321,75008,48.88,2.2865,75017,8,8,Wednesday,14,34,2.49,48.8795_2.321,48.88_2.2865,469.8,798.0,0,154,2.5234768844572097
4eeff333-a849-4a7e-4e72-d3381c2ca464,48.89,2.3684,75019,48.8705,2.4035,75020,5,1,Saturday,12,44,1.69,48.89_2.3684,48.8705_2.4035,698.1,1082.8,1,44,3.3599949365085706
